OverallQual_train,GrLivArea_train,GarageCars_train,GarageArea_train,TotalBsmtSF_train,FrstFlrSF_train,FullBath_train,TotRmsAbvGrd_train,YearBuilt_train,YearRemodAdd_train,SalePrice_train,,OverallQual_test,GrLivArea_test,GarageCars_test,GarageArea_test,TotalBsmtSF_test,FrstFlrSF_test,FullBath_test,TotRmsAbvGrd_test,YearBuilt_test,YearRemodAdd_test,SalePrice_test
8,2270,3,671,1152,1164,2,9,1999,2007,290000,,2.055641538,11.71822847,0.730463147,9.951171657,11.71822847,11.71822847,0.730463147,2.055641538,14.12137561,14.12137561,117575
6,1632,1,338,1240,1632,2,6,1958,1988,139000,,2.055641538,12.18121742,0.730463147,8.930417558,12.19227516,12.18121742,1.194317638,2.055641538,14.12772731,14.12772731,123231
5,816,1,264,816,816,1,5,1982,1982,124500,,2.055641538,11.86776859,0.730463147,9.02589035,11.86776859,11.86776859,0.730463147,2.259673787,14.12455283,14.17501803,128682
7,1548,2,672,952,952,2,5,1925,2007,205000,,2.055641538,11.86776859,0.730463147,8.622253718,11.86776859,11.86776859,0.730463147,2.259673787,14.12296457,14.12296457,113020
7,1560,2,573,1560,1560,2,7,2003,2003,201000,,2.602594469,14.20465726,1.540962756,11.71822847,14.20465726,14.20465726,1.194317638,2.259673787,14.15144877,14.15144877,279703
4,864,2,400,864,864,1,4,1951,1951,141000,,2.440268378,13.77834759,1.194317638,10.39151112,12.05421136,12.05421136,1.194317638,2.440268378,14.16874766,14.19532326,234274
9,2121,3,732,2121,2121,2,8,2006,2007,415298,,2.440268378,15.49523826,1.540962756,11.16274894,13.04615677,13.04615677,1.194317638,2.750250297,14.18908743,14.19064738,270692
7,2022,2,505,1160,1156,2,8,1977,1977,192000,,2.259673787,13.72734163,1.194317638,10.56666269,13.72734163,13.72734163,1.194317638,2.259673787,14.19532326,14.19532326,230257
7,1982,2,575,807,1175,2,7,1989,1989,228500,,2.259673787,12.77838192,1.194317638,10.91414798,12.51058791,12.77838192,0.730463147,2.055641538,14.19532326,14.19532326,198858
6,1262,2,572,1262,1262,2,5,2006,2006,185000,,2.259673787,13.32663782,1.194317638,9.951171657,11.35409417,11.35409417,1.194317638,1.820334104,14.182841,14.182841,175763
7,1314,2,626,1314,1314,2,6,2007,2008,207500,,2.440268378,13.20565384,1.194317638,10.30247732,11.1130426,11.19670658,1.194317638,2.259673787,14.18127774,14.18127774,174245
8,1468,3,898,1468,1468,2,6,2008,2009,244600,,2.602594469,13.67020726,1.194317638,10.91825293,13.67020726,13.67020726,1.194317638,2.055641538,14.14671672,14.19532326,308448
6,1575,2,529,1575,1575,2,5,1992,1992,179200,,2.440268378,13.75205535,1.194317638,10.46849991,13.75205535,13.75205535,0.730463147,2.440268378,14.15302476,14.15302476,221750
7,1250,2,528,625,625,2,5,2006,2007,164700,,2.602594469,14.89090022,1.194317638,10.40609703,9.666395817,13.27673245,1.194317638,2.055641538,14.14513801,14.14513801,172989
6,1734,2,440,912,1085,1,7,1962,1981,159000,,2.440268378,14.28609732,1.194317638,11.45254045,11.33977869,12.84502328,1.194317638,2.440268378,14.14197856,14.14197856,213153
4,858,,,858,858,1,5,1971,1971,88000,,2.259673787,15.06905185,1.194317638,10.34732423,11.92811089,12.81301286,1.194317638,2.602594469,14.13089904,14.17814922,227171
5,900,1,280,882,900,1,5,1967,1967,122000,,2.055641538,12.95918229,1.194317638,10.28232783,12.8518441,12.95918229,1.194317638,2.259673787,14.13406803,14.13406803,148888
6,1396,1,384,698,698,1,7,1915,2003,153575,,2.259673787,12.68428498,0.730463147,9.294080796,12.68428498,12.68428498,0.730463147,2.055641538,14.13406803,14.13406803,126614
8,1919,2,685,1079,1079,2,8,2006,2006,233230,,2.440268378,14.60764953,1.194317638,10.37195263,11.85556549,12.91486265,0.730463147,2.602594469,14.14671672,14.17031625,245947
5,1716,,,780,936,2,9,1912,2000,135900,,2.055641538,11.71822847,0.730463147,9.118180874,11.71822847,11.71822847,0.730463147,2.055641538,14.13089904,14.13089904,120523
5,1716,1,281,768,1148,1,8,1949,2008,131000,,2.055641538,13.43593108,1.194317638,9.951171657,13.43593108,13.43593108,0.730463147,2.440268378,14.13089904,14.13089904,148396
7,2263,2,539,795,1468,2,9,1977,1994,235000,,2.440268378,14.27696735,1.194317638,10.26204168,12.56042175,12.56042175,1.194317638,2.602594469,14.14197856,14.14197856,183891
6,1644,2,418,1416,1644,1,7,1953,1953,167000,,2.259673787,12.92377213,1.194317638,10.24673615,12.72223475,12.92377213,1.194317638,2.055641538,14.13723429,14.13723429,167362
6,1003,2,588,1003,1003,1,6,1984,1984,142500,,1.820334104,11.81249208,1.194317638,9.691224597,11.81249208,11.81249208,0.730463147,2.055641538,14.11978597,14.11978597,127036
5,1558,1,282,910,910,1,6,1950,1950,152000,,2.055641538,11.71822847,0.730463147,9.08775673,11.71822847,11.71822847,0.730463147,2.055641538,14.11819563,14.11819563,122045
7,1950,2,576,975,975,2,7,1997,1998,239000,,1.820334104,13.01596291,1.540962756,11.39665817,12.23614252,13.01596291,0.730463147,2.259673787,14.1150129,14.1150129,142563
6,1743,2,539,702,1041,1,7,1968,1968,175000,,2.055641538,13.73088256,1.194317638,10.63488735,12.25786167,13.73088256,1.194317638,2.440268378,14.11342049,14.11342049,160866
6,1152,1,300,1092,1152,1,6,1950,2004,158500,,2.055641538,12.90816544,1.194317638,10.78411651,12.90816544,12.90816544,0.730463147,2.259673787,14.12137561,14.17501803,168237
5,1336,1,375,1165,1336,1,5,1953,1953,157000,,2.055641538,12.86091756,1.194317638,10.37195263,12.86091756,12.86091756,0.730463147,2.259673787,14.12614042,14.12614042,143397
8,2452,2,683,1028,1210,2,9,1998,1999,267000,,2.055641538,14.39541251,1.194317638,10.51095939,11.31095273,11.59144034,1.194317638,2.440268378,14.12772731,14.12772731,182206
7,1541,3,843,1541,1541,2,6,2001,2002,205000,,2.259673787,13.4512727,1.194317638,9.512743904,12.66515081,13.4512727,0.730463147,2.440268378,14.12137561,14.12137561,173050
5,894,2,552,894,894,1,5,1972,1972,149900,,2.055641538,12.010769,0.730463147,9.251129533,12.010769,12.010769,0.730463147,2.055641538,14.11182739,14.11182739,114577
7,3493,3,870,1470,1675,3,10,1880,2002,295000,,2.259673787,13.66480402,1.194317638,10.51564059,13.64492223,13.66480402,0.730463147,2.055641538,14.13089904,14.13089904,165917
8,2000,3,888,2000,2000,2,8,2004,2005,305900,,2.259673787,13.20770476,1.194317638,10.42061267,13.20770476,13.20770476,1.194317638,2.259673787,14.12137561,14.12137561,183263
7,2243,3,746,700,1122,2,8,1990,1991,225000,,2.259673787,13.4340087,1.194317638,10.47798696,13.42438117,13.4340087,1.194317638,2.055641538,14.12931352,14.19532326,226732
6,1406,,,319,1035,1,6,1920,1950,89500,,2.055641538,12.50807687,0.730463147,8.914178989,12.57030123,12.50807687,0.730463147,2.259673787,14.11342049,14.11342049,144355
4,861,2,539,861,861,1,4,1940,1950,82500,,2.440268378,12.94373491,1.194317638,9.956818543,12.94373491,12.94373491,0.730463147,2.055641538,14.11978597,14.11978597,169773
9,1944,3,708,1896,1944,2,8,2003,2004,360000,,2.259673787,12.09140474,0.730463147,9.002329725,12.09140474,12.09140474,1.194317638,2.259673787,14.11819563,14.17971381,146674
6,1501,2,420,697,697,2,6,1993,1994,165600,,2.055641538,12.65072943,0.730463147,9.05699596,12.65072943,12.65072943,0.730463147,2.259673787,14.11342049,14.11342049,123364
6,972,1,240,972,972,1,5,1948,2002,132000,,2.055641538,13.05901717,0.730463147,9.391827135,13.05901717,13.05901717,0.730463147,2.259673787,14.11182739,14.11182739,134920
5,1118,2,410,793,793,1,5,1939,1950,119900,,1.820334104,12.64590872,0.730463147,8.978566621,12.64590872,12.64590872,0.730463147,2.259673787,14.11342049,14.11342049,127744
7,2036,2,513,2136,2036,2,8,1965,1965,375000,,2.055641538,13.96718901,1.194317638,10.24673615,13.96718901,13.96718901,1.194317638,2.602594469,14.11660461,14.11660461,137064
7,1641,2,546,728,832,1,6,1925,1990,178000,,2.259673787,12.29553367,0.730463147,9.002329725,12.29553367,12.29553367,0.730463147,2.259673787,14.11023361,14.11023361,137182
7,1432,2,432,716,716,2,6,2004,2005,188500,,2.055641538,12.42672211,1.194317638,10.16900713,10.87279674,12.42672211,0.730463147,2.055641538,14.10544808,14.10544808,123310
7,2353,2,484,845,1153,2,10,1980,1980,260000,,2.055641538,11.48355011,0.730463147,8.51121971,11.48355011,11.48355011,0.730463147,1.820334104,14.09585824,14.10385151,116584
8,1959,3,1025,1088,1088,2,8,2006,2006,270000,,2.055641538,12.21153823,0.730463147,8.415041676,12.21153823,12.21153823,0.730463147,2.055641538,14.10704395,14.19064738,137415
7,2646,3,656,1347,1372,2,9,1993,1993,260000,,2.055641538,12.66994442,0.730463147,10.80971479,0,12.66994442,0.730463147,2.440268378,14.10863912,14.10863912,118763
7,1472,2,588,1372,1472,2,6,1980,1980,187500,,2.440268378,13.35624558,1.194317638,9.776483168,11.14372405,11.51086443,0.730463147,2.259673787,14.10065629,14.18127774,170391
9,2596,3,840,1249,1249,3,9,2006,2006,342643,,2.055641538,12.64590872,0.730463147,8.567309925,12.64590872,12.64590872,0.730463147,2.259673787,14.10385151,14.10385151,130218
8,2468,3,872,1136,1136,2,10,2004,2004,354000,,1.540962756,11.48011939,0.730463147,9.49955951,11.48011939,11.48011939,0.730463147,1.820334104,14.11660461,14.11660461,90279
7,2730,2,576,1502,1553,2,8,1986,1987,301000,,2.055641538,12.99423406,1.194317638,11.22286745,11.05469305,11.05469305,1.194317638,2.440268378,14.08624323,14.19220667,143333
3,1163,1,220,1162,1163,1,6,1955,2005,126175,,1.820334104,12.23341766,0.730463147,8.873157741,9.746321107,11.2116822,0.730463147,2.259673787,14.02312218,14.18752681,102614
7,2978,2,564,710,1898,2,11,1967,2007,242000,,2.055641538,12.33807443,0.730463147,8.728897992,12.27405883,12.33807443,0.730463147,2.259673787,14.06370953,14.10385151,123406
5,803,2,360,720,803,1,5,1941,1950,87000,,1.820334104,14.72972398,1.194317638,10.41094335,12.90816544,12.90816544,1.194317638,2.602594469,14.04752864,14.10385151,136312
8,1719,2,473,1719,1719,1,6,1993,1993,324000,,2.440268378,13.66300114,1.194317638,10.8435187,10.56205957,11.92212641,1.194317638,2.055641538,14.03941125,14.19532326,162597
6,1383,1,292,1383,1383,1,7,1960,1960,145250,,1.194317638,10.73662619,0,0,9.812268655,10.73662619,0.730463147,1.820334104,14.08784748,14.10385151,54944
6,2134,2,441,844,1445,2,10,1916,1994,214500,,2.055641538,11.66032796,1.194317638,10.63488735,11.22286745,11.66032796,0.730463147,1.820334104,14.05562803,14.10385151,94337
5,1192,1,189,596,596,1,6,1920,1950,78000,,1.540962756,11.24142192,0.730463147,9.178050664,10.86863109,11.24142192,0.730463147,1.820334104,14.00676011,14.17971381,75583
5,1728,1,352,1728,1728,2,10,1964,1964,119000,,2.259673787,14.94866526,1.540962756,11.85250759,12.75976822,12.75976822,1.194317638,3.128238686,14.13406803,14.13406803,180909
5,1056,1,308,1056,1056,1,6,1958,1992,139000,,2.259673787,13.05473565,0.730463147,9.486313901,13.05473565,13.05473565,0.730463147,2.259673787,14.12455283,14.12455283,160651
8,1629,3,880,3206,1629,2,7,2003,2004,284000,,2.259673787,12.23614252,1.194317638,10.16900713,12.23614252,12.23614252,0.730463147,2.259673787,14.13089904,14.13089904,123530
7,1358,2,484,1358,1358,2,6,2004,2004,207000,,2.259673787,11.98442614,1.194317638,10.16900713,11.98442614,11.98442614,0.730463147,2.259673787,14.11660461,14.19376529,150915
6,1638,2,472,943,943,2,7,1998,1998,192000,,2.259673787,12.40866114,0.730463147,9.08775673,12.40866114,12.40866114,0.730463147,2.055641538,14.1150129,14.1150129,131724
5,1786,2,529,1499,1619,2,7,1965,1965,228950,,2.259673787,12.50304919,0.730463147,9.616086912,7.620056265,12.50304919,0.730463147,2.055641538,14.11660461,14.11660461,118676
9,1922,3,676,1922,1922,2,8,2005,2006,377426,,2.259673787,12.48033165,1.194317638,11.83102174,11.49040054,11.38607038,0.730463147,2.055641538,14.10385151,14.10385151,111007
7,1536,2,532,1536,1536,2,7,2002,2003,214000,,2.055641538,12.23886516,0.730463147,8.978566621,12.23886516,12.23886516,0.730463147,2.259673787,14.11660461,14.11660461,124900
7,1621,2,440,1208,1621,2,8,1984,1998,202500,,2.055641538,11.26721654,0.730463147,8.51121971,11.26721654,11.26721654,0.730463147,1.820334104,14.10704395,14.10704395,109611
6,1215,1,297,1215,1215,1,6,1958,1998,155000,,2.055641538,12.60465481,0.730463147,8.930417558,10.41094335,12.60465481,0.730463147,2.259673787,14.11819563,14.11819563,136645
8,1908,2,431,967,993,2,9,2002,2002,202900,,1.820334104,13.22406904,0.730463147,9.616086912,11.61456664,11.61456664,1.194317638,2.259673787,14.10225425,14.17658396,130464
4,841,1,294,721,841,1,4,1950,1950,82000,,2.259673787,13.29277921,1.194317638,10.63488735,11.71822847,12.30088091,0.730463147,2.259673787,14.10065629,14.17345144,126163
3,1040,2,400,,1040,2,6,1949,1950,87500,,2.259673787,13.86633601,1.194317638,10.18471617,11.43866129,12.1055993,0.730463147,2.602594469,14.12614042,14.12614042,145863
9,1684,2,564,1684,1684,2,6,2005,2005,266000,,2.055641538,11.95490687,1.194317638,10.58043042,11.95490687,11.95490687,0.730463147,1.820334104,14.14829474,14.14829474,143295
5,1112,1,336,536,536,1,4,1976,1976,85000,,2.259673787,12.24973354,0.730463147,8.728897992,12.24973354,12.24973354,0.730463147,2.259673787,14.12455283,14.12455283,135595
6,1577,1,312,972,972,1,6,1939,1950,140200,,2.259673787,13.05044885,0.730463147,7.646538008,11.83409982,11.70864994,0.730463147,2.259673787,14.07981917,14.17971381,123235
6,958,1,301,958,958,1,5,1960,1998,151500,,2.259673787,14.09425749,1.194317638,9.207511307,12.04556851,12.04556851,1.194317638,3.128238686,14.03941125,14.10385151,127178
6,1478,2,498,1478,1478,2,6,1960,1960,157500,,2.055641538,12.89248792,1.194317638,10.12670547,8.51121971,11.54131758,0.730463147,2.259673787,14.03941125,14.18752681,119037
7,1626,2,474,764,764,2,6,2003,2004,154000,,2.055641538,13.23018603,0,0,10.29241953,11.38253329,1.194317638,2.440268378,14.03941125,14.18596554,120750
9,2728,3,706,1848,1848,2,10,2005,2006,437154,,2.055641538,13.41666027,1.194317638,9.71584164,11.10918625,11.73095601,0.730463147,2.440268378,14.08624323,14.10385151,143449
9,1869,2,617,1869,1869,2,6,2007,2007,318061,,1.820334104,13.68278327,0,0,10.74097394,12.39829692,1.194317638,2.602594469,14.05562803,14.10385151,102009
7,1453,2,445,1453,1453,1,6,1986,1986,190000,,2.055641538,13.19538125,0,0,11.51086443,11.51086443,0.730463147,2.259673787,14.03941125,14.10385151,95644
5,1111,1,200,616,616,1,5,1941,1950,95000,,2.055641538,12.9415225,0.730463147,9.08775673,11.39665817,11.39665817,0.730463147,2.259673787,14.10385151,14.1356515,124385
6,720,2,484,624,720,1,5,1928,2003,105900,,1.820334104,11.70864994,1.194317638,8.930417558,11.70864994,11.70864994,0.730463147,2.055641538,14.05562803,14.10385151,99774
6,1595,1,240,940,1192,1,6,1940,2000,140000,,1.194317638,10.79267292,0.730463147,9.08775673,0,10.79267292,0.730463147,1.820334104,14.08784748,14.10385151,52684
6,1200,2,521,1200,1200,2,6,1995,1995,177500,,2.055641538,11.48011939,0.730463147,8.922310255,10.8435187,11.48011939,0.730463147,2.055641538,14.06047907,14.10385151,99910
6,1167,2,400,1158,1167,2,6,1992,1992,173000,,1.820334104,13.32267129,1.194317638,11.22286745,11.05861704,11.6178569,1.194317638,2.440268378,14.03941125,14.10385151,108666
5,1142,2,528,1142,1142,1,6,1976,1976,134000,,2.259673787,14.19376529,0.730463147,9.43946314,11.88295871,12.36962953,1.194317638,2.602594469,14.02312218,14.10385151,148681
5,1352,1,288,1062,1352,1,6,1958,1958,130000,,2.259673787,12.8518441,0.730463147,8.864879393,10.8435187,11.00721682,0.730463147,2.055641538,14.05077055,14.19376529,121699
8,1924,2,592,1086,1086,2,7,1998,1998,280000,,1.820334104,11.56146049,0,0,10.8435187,11.56146049,0.730463147,2.055641538,14.03941125,14.10385151,56938
6,912,2,470,888,912,1,5,1978,1978,156000,,2.259673787,13.26263127,0.730463147,8.179633643,12.04556851,12.24701976,0.730463147,2.259673787,14.05562803,14.10385151,110505
5,1505,1,240,883,988,1,8,1940,1982,145000,,2.259673787,13.34443225,1.540962756,10.91003759,11.30007514,11.43866129,0.730463147,2.602594469,14.03941125,14.18596554,151276
7,1922,2,672,,495,3,7,2003,2003,198500,,1.540962756,11.49723636,0,0,8.558042564,11.49723636,0.730463147,2.055641538,14.02312218,14.10385151,46863
6,987,1,264,483,483,1,5,1972,2007,118000,,2.259673787,13.16438151,0.730463147,8.274265741,12.18675088,13.16438151,0.730463147,2.259673787,14.06047907,14.10385151,133461
6,1574,2,566,796,790,2,6,1976,1976,190000,,2.055641538,13.59748563,0.730463147,9.294080796,9.002329725,12.12818486,1.194317638,2.440268378,14.07177321,14.15460008,131966
5,1344,1,468,672,672,1,6,1920,1997,147000,,2.055641538,12.50304919,0.730463147,9.178050664,10.10532614,11.58147804,0.730463147,2.259673787,14.06209466,14.10385151,102466
6,1394,2,514,1394,1394,1,6,1963,1963,159000,,2.055641538,12.11126013,0.730463147,8.728897992,12.010769,12.11126013,0.730463147,2.055641538,14.06370953,14.18127774,101902
6,1431,1,296,1099,1431,1,6,1962,1962,165000,,2.055641538,13.46273557,0.730463147,8.604063356,11.98736356,12.10843092,1.194317638,2.259673787,14.08463827,14.10385151,138019
5,1268,1,244,1268,1268,1,7,1954,1954,132000,,2.055641538,12.32218488,2.055641538,12.60709541,12.32218488,12.32218488,0.730463147,2.055641538,14.06370953,14.10385151,113823
5,1287,2,576,1063,1287,1,7,1959,2006,162000,,2.259673787,13.80098022,1.194317638,10.63488735,12.25786167,12.25786167,1.194317638,2.602594469,14.04752864,14.10385151,144095
6,1664,2,460,953,953,2,7,2000,2000,172400,,2.440268378,14.09425749,0.730463147,8.274265741,11.03894769,12.81530922,1.194317638,2.602594469,14.04752864,14.17345144,143808
4,1588,2,680,,1120,2,7,1959,1959,134432,,2.055641538,14.37766269,0,0,12.23614252,12.3643909,1.194317638,3.011340243,14.05886277,14.10385151,76107
6,752,1,264,744,752,1,4,1984,1984,125000,,2.259673787,14.07177321,0.730463147,9.148276308,11.22286745,12.51309709,1.194317638,2.602594469,14.06693714,14.10385151,139162
5,1319,1,270,608,1319,1,5,1953,1953,123000,,2.259673787,13.15398696,0.730463147,9.584190771,10.18471617,11.30007514,0.730463147,2.440268378,14.04752864,14.18596554,116901
7,1928,2,434,847,847,2,8,2003,2004,219500,,2.440268378,13.96387194,0,0,12.18121742,12.06283165,1.194317638,2.750250297,14.02638581,14.182841,118053
1,904,,,683,904,,4,1922,1950,61000,,2.259673787,13.61945757,0.730463147,9.616086912,12.65554334,12.65554334,0.730463147,1.820334104,14.06693714,14.10385151,126654
5,914,2,576,870,914,1,5,1996,1996,148000,,1.820334104,11.80629205,0,0,11.69904304,11.80629205,0.730463147,2.055641538,14.06047907,14.10385151,90510
8,2466,2,610,1580,1580,3,8,2004,2005,340000,,2.259673787,13.10365826,0.730463147,9.08775673,11.13990522,11.34694449,0.730463147,2.440268378,14.04752864,14.12772731,122196
9,1856,3,834,1856,1856,1,8,2010,2010,394432,,1.820334104,11.16274894,0.730463147,8.315257069,10.56205957,11.16274894,0.730463147,1.820334104,14.09745829,14.1844036,94071
6,1800,2,463,982,1007,2,7,2000,2000,179000,,2.055641538,12.64590872,0,0,12.64590872,12.64590872,1.540962756,2.055641538,14.16246657,14.16403785,152576
5,1691,1,308,1026,1026,2,6,1924,1950,127000,,2.055641538,12.52811325,0.730463147,8.622253718,12.52811325,12.52811325,1.194317638,2.259673787,14.14829474,14.14829474,139249
7,1301,2,572,1293,1301,2,5,2006,2006,187750,,2.055641538,12.42672211,0.730463147,8.375577002,10.67510179,11.09758866,1.194317638,2.259673787,14.07821139,14.10385151,85676
7,1797,2,639,939,939,2,8,2006,2006,213500,,2.055641538,12.26866849,0.730463147,11.02312257,12.26866849,12.26866849,0.730463147,2.259673787,14.13089904,14.13089904,126985
6,784,2,360,784,784,1,5,1928,1950,76000,,2.259673787,12.21975986,1.194317638,10.29241953,10.04024479,12.21975986,0.730463147,2.055641538,14.14829474,14.14829474,133463
6,1953,2,501,1580,1079,2,9,1992,1992,240000,,2.055641538,13.81137841,0.730463147,9.616086912,10.52498134,11.84331667,1.194317638,2.602594469,14.12137561,14.12137561,139667
8,1269,2,430,1256,1269,2,6,2004,2005,192000,,2.259673787,12.49297134,1.194317638,10.16900713,12.49297134,12.49297134,0.730463147,2.259673787,14.11978597,14.11978597,155764
5,1184,,,658,658,1,8,1910,1996,81000,,2.055641538,14.29217147,0.730463147,9.294080796,11.59144034,14.29217147,0.730463147,2.750250297,14.11342049,14.11342049,163551
6,1125,1,352,1041,1125,1,6,1976,1976,125000,,1.194317638,10.99122955,0,0,0,10.99122955,0.730463147,2.055641538,14.09905764,14.10385151,52766
7,1479,2,577,1468,1479,2,6,1999,2000,191000,,1.820334104,13.06115596,1.194317638,10.26204168,0,13.06115596,0.730463147,2.259673787,14.11023361,14.11023361,115020
10,2332,3,846,1682,1742,2,9,2007,2008,426000,,2.055641538,12.32483838,0.730463147,9.322355249,12.32483838,12.32483838,0.730463147,2.055641538,14.11342049,14.11342049,117549
5,1367,1,384,861,961,1,7,1900,1950,119000,,2.259673787,13.56982946,0.730463147,8.51121971,11.32179316,11.80629205,0.730463147,2.259673787,14.09745829,14.10385151,156379
6,1961,2,560,804,804,2,7,2001,2002,215000,,2.055641538,12.36701123,0.730463147,8.622253718,12.36701123,12.36701123,0.730463147,2.055641538,14.11023361,14.11023361,123643
5,882,1,294,,882,1,5,1959,1959,106500,,2.055641538,12.26056665,0.730463147,8.746271288,12.26056665,12.26056665,1.194317638,2.055641538,14.1577487,14.1577487,130038
4,788,,,788,788,1,4,1941,1950,100000,,2.440268378,12.29285684,1.194317638,10.07296469,12.27405883,12.29285684,0.730463147,1.820334104,14.16717839,14.16874766,171452
5,1034,1,240,735,735,1,5,1940,1950,109000,,2.259673787,12.96358319,1.194317638,10.63488735,10.37195263,12.96358319,0.730463147,2.055641538,14.15617473,14.15617473,149390
5,1144,1,596,1144,1144,1,6,1956,1956,129000,,2.440268378,13.98867667,1.194317638,10.13202629,12.34071539,12.34071539,1.194317638,2.602594469,14.17188418,14.17345144,221829
5,894,2,600,894,894,1,6,1972,1972,123000,,2.055641538,14.20776335,1.194317638,10.63488735,0,12.8518441,0.730463147,2.440268378,13.99032433,14.19376529,159245
5,1812,1,264,864,876,2,8,1962,1962,169500,,2.055641538,14.52305495,1.194317638,11.22286745,0,12.43186465,1.194317638,2.602594469,14.14987209,14.14987209,138332
5,1077,1,338,961,1077,1,6,1920,1950,67000,,2.055641538,13.37193551,1.194317638,9.71584164,0,13.37193551,1.194317638,2.602594469,14.14987209,14.14987209,118683
7,1550,2,438,1092,1112,2,7,2006,2007,241000,,2.055641538,12.71515118,1.194317638,11.03894769,12.38008234,12.71515118,0,2.259673787,14.14987209,14.14987209,153801
8,1288,2,500,1260,1288,1,4,1996,1996,245500,,2.055641538,13.32861942,1.194317638,9.71584164,0,13.32861942,1.194317638,2.602594469,14.14987209,14.14987209,118603
7,1310,2,400,1310,1310,2,6,2005,2005,164990,,2.440268378,15.24637459,1.820334104,11.57481935,12.56783406,12.56783406,1.820334104,2.602594469,14.182841,14.182841,308084
5,672,1,240,672,672,1,4,1940,1997,108000,,2.440268378,15.24637459,1.820334104,11.57481935,12.56783406,12.56783406,1.820334104,2.602594469,14.182841,14.182841,290605
8,2263,2,420,1141,1165,2,10,1998,1998,258000,,2.440268378,15.24637459,1.820334104,11.57481935,12.56783406,12.56783406,1.820334104,2.602594469,14.182841,14.182841,290638
6,1572,2,373,806,806,2,7,1995,1996,168000,,2.750250297,13.64492223,1.540962756,12.49297134,13.41085854,13.64492223,0.730463147,2.602594469,14.19688057,14.19688057,325430
4,1620,2,490,1281,1620,2,8,1976,1993,150000,,2.750250297,13.71669787,1.540962756,11.66032796,13.71669787,13.71669787,1.194317638,2.602594469,14.19532326,14.19532326,343663
6,1639,1,240,1064,1166,1,6,1936,1950,115000,,2.602594469,13.23832547,1.540962756,11.84331667,13.23832547,13.23832547,1.194317638,2.259673787,14.19532326,14.19532326,232218
6,1680,1,308,840,840,2,8,1915,1976,177000,,2.602594469,13.9204725,1.194317638,10.39151112,13.9204725,13.9204725,1.194317638,2.440268378,14.19376529,14.19532326,302959
7,2172,3,947,1063,1071,2,9,2006,2006,280000,,2.440268378,12.85638382,1.194317638,10.99923343,12.83818893,12.85638382,1.194317638,2.259673787,14.19376529,14.19376529,202508
8,2078,3,836,1034,1050,2,8,2007,2008,339750,,2.602594469,12.77373795,1.540962756,11.54131758,12.77373795,12.77373795,1.194317638,2.055641538,14.19532326,14.19532326,226950
5,1276,1,350,1276,1276,1,5,1958,1958,60000,,2.602594469,13.29877794,1.540962756,11.65383017,13.29877794,13.29877794,1.194317638,2.440268378,14.19064738,14.19220667,248599
5,1056,2,572,1056,1056,1,5,1955,1955,145000,,2.259673787,13.14356142,1.194317638,9.951171657,11.16274894,11.16274894,1.194317638,2.440268378,14.19064738,14.19220667,171528
7,1478,2,484,1470,1478,2,7,2009,2009,222000,,2.440268378,13.7853266,1.194317638,10.39638094,13.1994939,11.96379051,1.194317638,2.440268378,14.17031625,14.17188418,236738
5,1028,2,360,1008,1028,1,5,1927,1950,115000,,2.055641538,12.09708986,0.730463147,9.951171657,12.09708986,12.09708986,0.730463147,2.055641538,14.17345144,14.17345144,147388
7,2097,3,678,1080,1080,2,9,1993,1993,228000,,2.440268378,13.22814821,1.194317638,10.4637452,13.22814821,13.22814821,1.194317638,2.055641538,14.17971381,14.17971381,198114
7,1340,2,396,1340,1340,2,6,2007,2007,181134,,2.259673787,13.80791567,1.194317638,10.23135174,11.91613099,11.91613099,1.194317638,2.440268378,14.17971381,14.17971381,196033
6,1400,2,440,672,672,1,6,1978,1978,149500,,2.440268378,13.18920321,1.194317638,10.63938184,13.16230507,13.18920321,1.194317638,2.259673787,14.18596554,14.1844036,211394
6,2624,3,864,1370,1370,2,10,1918,1950,239000,,2.440268378,13.28677024,1.194317638,10.77553626,13.28677024,13.28677024,1.194317638,2.259673787,14.1844036,14.1844036,209441
5,1134,1,240,756,756,1,7,1940,1950,126000,,2.055641538,11.85250759,0.730463147,9.343376664,11.85250759,11.85250759,0.730463147,2.055641538,14.14829474,14.14829474,129169
5,1056,1,304,1056,1056,1,6,1968,1968,142000,,2.055641538,11.8738531,1.194317638,9.973694289,11.8738531,11.8738531,0.730463147,2.055641538,14.14987209,14.14987209,134020
7,1344,4,784,1344,1344,2,8,1997,1998,206300,,2.440268378,13.51762423,1.540962756,12.71987519,13.43785241,13.51762423,1.194317638,2.259673787,14.18596554,14.18596554,244130
6,1602,2,529,1602,1602,2,8,1977,2000,215000,,2.602594469,14.45977998,1.194317638,10.60778048,12.31154984,12.31154984,1.194317638,2.602594469,14.18752681,14.18752681,244679
5,988,2,520,988,988,1,4,1954,1954,113000,,2.440268378,13.72556985,1.194317638,10.51564059,11.64079529,11.64079529,1.194317638,2.259673787,14.18596554,14.18596554,186643
8,2630,3,696,1470,1470,2,8,1998,1998,315000,,2.440268378,13.97381411,1.194317638,10.77553626,11.96379051,11.96379051,1.194317638,2.259673787,14.1844036,14.1844036,207324
6,1196,1,297,1196,1196,1,6,1956,1956,139000,,2.602594469,13.32861942,1.194317638,10.37685419,13.22610922,13.32861942,1.194317638,2.055641538,14.18127774,14.182841,238683
